 person   gender   situation   response 
     518 0 2 0
     518 0 3 0
     519 0 1 0
     519 0 2 0
     519 0 3 0
     520 0 1 0
     520 0 2 0
     520 0 3 0
     521 0 1 0
     521 0 2 0
     521 0 3 0
     522 0 1 0
     522 0 2 0
     522 0 3 0
     523 0 1 0
     523 0 2 0
     523 0 3 0
     524 0 1 0
     524 0 2 0
     524 0 3 0
     525 0 1 0
     525 0 2 0
     525 0 3 0
     526 0 1 0
     526 0 2 0
     526 0 3 0
     527 0 1 0
     527 0 2 0
     527 0 3 0
     528 0 1 0
     528 0 2 0
     528 0 3 0
     529 0 1 0
     529 0 2 0
     529 0 3 0
     530 0 1 0
     530 0 2 0
     530 0 3 0
     531 0 1 0
     531 0 2 0
     531 0 3 0
     532 0 1 0
     532 0 2 0
     532 0 3 0
     533 0 1 0
     533 0 2 0
     533 0 3 0
     534 0 1 0
     534 0 2 0
     534 0 3 0
     535 0 1 0
     535 0 2 0
     535 0 3 0
     536 0 1 0
     536 0 2 0
     536 0 3 0
     537 0 1 0
     537 0 2 0
     537 0 3 0
     538 0 1 0
     538 0 2 0
     538 0 3 0
     539 0 1 0
     539 0 2 0
     539 0 3 0
     540 0 1 0
     540 0 2 0
     540 0 3 0
     541 0 1 0
     541 0 2 0
     541 0 3 0
     542 0 1 0
     542 0 2 0
     542 0 3 0
     543 0 1 0
     543 0 2 0
     543 0 3 0
     544 0 1 0
     544 0 2 0
     544 0 3 0
     545 0 1 0
     545 0 2 0
     545 0 3 0
     546 0 1 0
     546 0 2 0
     546 0 3 0
     547 0 1 0
     547 0 2 0
     547 0 3 0
     548 0 1 0
     548 0 2 0
     548 0 3 0
     549 0 1 0
     549 0 2 0
     549 0 3 0
     550 0 1 0
     550 0 2 0
     550 0 3 0
     551 0 1 0
     551 0 2 0
     551 0 3 0
     552 0 1 0
     552 0 2 0
     552 0 3 0
     553 0 1 0
     553 0 2 0
     553 0 3 0
     554 0 1 0
     554 0 2 0
     554 0 3 0
     555 0 1 0
     555 0 2 0
     555 0 3 0
     556 0 1 0
     556 0 2 0
     556 0 3 0
     557 0 1 0
     557 0 2 0
     557 0 3 0
     558 0 1 0
     558 0 2 0
     558 0 3 0
     559 0 1 0
     559 0 2 0
     559 0 3 0
     560 0 1 0
     560 0 2 0
     560 0 3 0
     561 0 1 0
     561 0 2 0
     561 0 3 0
     562 0 1 0
     562 0 2 0
     562 0 3 0
     563 0 1 0
     563 0 2 0
     563 0 3 0
     564 0 1 0
     564 0 2 0
     564 0 3 0
     565 0 1 0
     565 0 2 0
     565 0 3 0
     566 0 1 0
     566 0 2 0
     566 0 3 0
     567 0 1 0
     567 0 2 0
     567 0 3 0
     568 0 1 0
     568 0 2 0
     568 0 3 0
     569 0 1 0
     569 0 2 0
     569 0 3 0
     570 0 1 0
     570 0 2 0
     570 0 3 0
     571 0 1 0
     571 0 2 0
     571 0 3 0
     572 0 1 0
     572 0 2 0
     572 0 3 0
     573 0 1 0
     573 0 2 0
     573 0 3 0
     574 0 1 0
     574 0 2 0
     574 0 3 0
     575 0 1 0
     575 0 2 0
     575 0 3 0
     576 0 1 0
     576 0 2 0
     576 0 3 0
     577 0 1 0
     577 0 2 0
     577 0 3 0
     578 0 1 0
     578 0 2 0
     578 0 3 0
     579 0 1 0
     579 0 2 0
     579 0 3 0
     580 0 1 0
     580 0 2 0
     580 0 3 0
     581 0 1 0
     581 0 2 0
     581 0 3 0
     582 0 1 0
     582 0 2 0
     582 0 3 0
     583 0 1 0
     583 0 2 0
     583 0 3 0
     584 0 1 0
     584 0 2 0
     584 0 3 0
     585 0 1 0
     585 0 2 0
     585 0 3 0
     586 0 1 0
     586 0 2 0
     586 0 3 0
     587 0 1 0
     587 0 2 0
     587 0 3 0
     588 0 1 0
     588 0 2 0
     588 0 3 0
     589 0 1 0
     589 0 2 0
     589 0 3 0
     590 0 1 0
     590 0 2 0
     590 0 3 0
     591 0 1 0
     591 0 2 0
     591 0 3 0
     592 0 1 0
     592 0 2 0
     592 0 3 0
     593 0 1 0
     593 0 2 0
     593 0 3 0
     594 0 1 0
     594 0 2 0
     594 0 3 0
     595 0 1 0
     595 0 2 0
     595 0 3 0
     596 0 1 0
     596 0 2 0
     596 0 3 0
     597 0 1 0
     597 0 2 0
     597 0 3 0
     598 0 1 0
     598 0 2 0
     598 0 3 0
     599 0 1 0
     599 0 2 0
     599 0 3 0
     600 0 1 0
     600 0 2 0
     600 0 3 0
     601 0 1 0
     601 0 2 0
     601 0 3 0
     602 0 1 0
     602 0 2 0
     602 0 3 0
     603 0 1 0
     603 0 2 0
     603 0 3 0
     604 0 1 0
     604 0 2 0
     604 0 3 0
     605 0 1 0
     605 0 2 0
     605 0 3 0
     606 0 1 0
     606 0 2 0
     606 0 3 0
     607 0 1 0
     607 0 2 0
     607 0 3 0
     608 0 1 0
     608 0 2 0
     608 0 3 0
     609 0 1 0
     609 0 2 0
     609 0 3 0
     610 0 1 0
     610 0 2 0
     610 0 3 0
     611 0 1 0
     611 0 2 0
     611 0 3 0
     612 0 1 0
     612 0 2 0
     612 0 3 0
     613 0 1 0
     613 0 2 0
     613 0 3 0
     614 0 1 0
     614 0 2 0
     614 0 3 0
     615 0 1 0
     615 0 2 0
     615 0 3 0
     616 0 1 0
     616 0 2 0
     616 0 3 0
     617 0 1 0
     617 0 2 0
     617 0 3 0
     618 0 1 0
     618 0 2 0
     618 0 3 0
     619 0 1 0
     619 0 2 0
     619 0 3 0
     620 0 1 0
     620 0 2 0
     620 0 3 0
     621 0 1 0
     621 0 2 0
     621 0 3 0
     622 0 1 0
     622 0 2 0
     622 0 3 0
     623 0 1 0
     623 0 2 0
     623 0 3 0
     624 0 1 0
     624 0 2 0
     624 0 3 0
     625 0 1 0
     625 0 2 0
     625 0 3 0
     626 0 1 0
     626 0 2 0
     626 0 3 0
     627 0 1 0
     627 0 2 0
     627 0 3 0
     628 0 1 0
     628 0 2 0
     628 0 3 0
     629 0 1 0
     629 0 2 0
     629 0 3 0
     630 0 1 0
     630 0 2 0
     630 0 3 0
     631 0 1 0
     631 0 2 0
     631 0 3 0
     632 0 1 0
     632 0 2 0
     632 0 3 0
     633 0 1 0
     633 0 2 0
     633 0 3 0
     634 0 1 0
     634 0 2 0
     634 0 3 0
     635 0 1 0
     635 0 2 0
     635 0 3 0
     636 0 1 0
     636 0 2 0
     636 0 3 0
     637 0 1 0
     637 0 2 0
     637 0 3 0
     638 0 1 0
     638 0 2 0
     638 0 3 0
     639 0 1 0
     639 0 2 0
     639 0 3 0
     640 0 1 0
     640 0 2 0
     640 0 3 0
     641 0 1 0
     641 0 2 0
     641 0 3 0
     642 0 1 0
     642 0 2 0
     642 0 3 0
     643 0 1 0
     643 0 2 0
     643 0 3 0
     644 0 1 0
     644 0 2 0
     644 0 3 0
     645 0 1 0
     645 0 2 0
     645 0 3 0
     646 0 1 0
     646 0 2 0
     646 0 3 0
     647 0 1 0
     647 0 2 0
     647 0 3 0
     648 0 1 0
     648 0 2 0
     648 0 3 0
     649 0 1 0
     649 0 2 0
     649 0 3 0
     650 0 1 0
     650 0 2 0
     650 0 3 0
     651 0 1 0
     651 0 2 0
     651 0 3 0
     652 0 1 0
     652 0 2 0
     652 0 3 0
     653 0 1 0
     653 0 2 0
     653 0 3 0
     654 0 1 0
     654 0 2 0
     654 0 3 0
     655 0 1 0
     655 0 2 0
     655 0 3 0
     656 0 1 0
     656 0 2 0
     656 0 3 0
     657 0 1 0
     657 0 2 0
     657 0 3 0
     658 0 1 0
     658 0 2 0
     658 0 3 0
     659 0 1 0
     659 0 2 0
     659 0 3 0
     660 0 1 0
     660 0 2 0
     660 0 3 0
     661 1 1 1
     661 1 2 1
     661 1 3 1
     662 1 1 1
     662 1 2 1
     662 1 3 1
     663 1 1 1
     663 1 2 1
     663 1 3 1
     664 1 1 1
     664 1 2 1
     664 1 3 1
     665 1 1 1
     665 1 2 1
     665 1 3 1
     666 1 1 1
     666 1 2 1
     666 1 3 1
     667 1 1 1
     667 1 2 1
     667 1 3 1
     668 1 1 1
     668 1 2 1
     668 1 3 1
     669 1 1 1
     669 1 2 1
     669 1 3 1
     670 1 1 1
     670 1 2 1
     670 1 3 1
     671 1 1 1
     671 1 2 1
     671 1 3 1
     672 1 1 1
     672 1 2 1
     672 1 3 1
     673 1 1 1
     673 1 2 1
     673 1 3 1
     674 1 1 1
     674 1 2 1
     674 1 3 1
     675 1 1 1
     675 1 2 1
     675 1 3 1
     676 1 1 1
     676 1 2 1
     676 1 3 1
     677 1 1 1
     677 1 2 1
     677 1 3 1
     678 1 1 1
     678 1 2 1
     678 1 3 1
     679 1 1 1
     679 1 2 1
     679 1 3 1
     680 1 1 1
     680 1 2 1
     680 1 3 1
     681 1 1 1
     681 1 2 1
     681 1 3 1
     682 1 1 1
     682 1 2 1
     682 1 3 1
     683 1 1 1
     683 1 2 1
     683 1 3 1
     684 1 1 1
     684 1 2 1
     684 1 3 1
     685 1 1 1
     685 1 2 1
     685 1 3 1
     686 1 1 1
     686 1 2 1
     686 1 3 1
     687 1 1 1
     687 1 2 1
     687 1 3 1
     688 1 1 1
     688 1 2 1
     688 1 3 1
     689 1 1 1
     689 1 2 1
     689 1 3 1
     690 1 1 1
     690 1 2 1
     690 1 3 1
     691 1 1 1
     691 1 2 1
     691 1 3 1
     692 1 1 1
     692 1 2 1
     692 1 3 1
     693 1 1 1
     693 1 2 1
     693 1 3 1
     694 1 1 1
     694 1 2 1
     694 1 3 1
     695 1 1 1
     695 1 2 1
     695 1 3 1
     696 1 1 1
     696 1 2 1
     696 1 3 1
     697 1 1 1
     697 1 2 1
     697 1 3 1
     698 1 1 1
     698 1 2 1
     698 1 3 1
     699 1 1 1
     699 1 2 1
     699 1 3 1
     700 1 1 1
     700 1 2 1
     700 1 3 1
     701 1 1 1
     701 1 2 1
     701 1 3 1
     702 1 1 1
     702 1 2 1
     702 1 3 1
     703 1 1 1
     703 1 2 1
     703 1 3 1
     704 1 1 1
     704 1 2 1
     704 1 3 1
     705 1 1 1
     705 1 2 1
     705 1 3 1
     706 1 1 1
     706 1 2 1
     706 1 3 1
     707 1 1 1
     707 1 2 1
     707 1 3 1
     708 1 1 1
     708 1 2 1
     708 1 3 1
     709 1 1 1
     709 1 2 1
     709 1 3 1
     710 1 1 1
     710 1 2 1
     710 1 3 1
     711 1 1 1
     711 1 2 1
     711 1 3 1
     712 1 1 1
     712 1 2 1
     712 1 3 1
     713 1 1 1
     713 1 2 1
     713 1 3 1
     714 1 1 1
     714 1 2 1
     714 1 3 1
     715 1 1 1
     715 1 2 1
     715 1 3 1
     716 1 1 1
     716 1 2 1
     716 1 3 1
     717 1 1 1
     717 1 2 1
     717 1 3 1
     718 1 1 1
     718 1 2 1
     718 1 3 1
     719 1 1 1
     719 1 2 1
     719 1 3 1
     720 1 1 1
     720 1 2 1
     720 1 3 1
     721 1 1 1
     721 1 2 1
     721 1 3 1
     722 1 1 1
     722 1 2 1
     722 1 3 1
     723 1 1 1
     723 1 2 1
     723 1 3 1
     724 1 1 1
     724 1 2 1
     724 1 3 1
     725 1 1 1
     725 1 2 1
     725 1 3 1
     726 1 1 1
     726 1 2 1
     726 1 3 1
     727 1 1 1
     727 1 2 1
     727 1 3 1
     728 1 1 1
     728 1 2 1
     728 1 3 1
     729 1 1 1
     729 1 2 1
     729 1 3 1
     730 1 1 1
     730 1 2 1
     730 1 3 1
     731 1 1 1
     731 1 2 1
     731 1 3 1
     732 1 1 1
     732 1 2 1
     732 1 3 1
     733 1 1 1
     733 1 2 1
     733 1 3 1
     734 1 1 1
     734 1 2 1
     734 1 3 1
     735 1 1 1
     735 1 2 1
     735 1 3 1
     736 1 1 1
     736 1 2 1
     736 1 3 1
     737 1 1 1
     737 1 2 1
     737 1 3 1
     738 1 1 1
     738 1 2 1
     738 1 3 1
     739 1 1 1
     739 1 2 1
     739 1 3 1
     740 1 1 1
     740 1 2 1
     740 1 3 1
     741 1 1 1
     741 1 2 1
     741 1 3 1
     742 1 1 1
     742 1 2 1
     742 1 3 1
     743 1 1 1
     743 1 2 1
     743 1 3 1
     744 1 1 1
     744 1 2 1
     744 1 3 1
     745 1 1 1
     745 1 2 1
     745 1 3 1
     746 1 1 1
     746 1 2 1
     746 1 3 1
     747 1 1 1
     747 1 2 1
     747 1 3 1
     748 1 1 1
     748 1 2 1
     748 1 3 1
     749 1 1 1
     749 1 2 1
     749 1 3 1
     750 1 1 1
     750 1 2 1
     750 1 3 1
     751 1 1 1
     751 1 2 1
     751 1 3 1
     752 1 1 1
     752 1 2 1
     752 1 3 1
     753 1 1 1
     753 1 2 1
     753 1 3 1
     754 1 1 1
     754 1 2 1
     754 1 3 1
     755 1 1 1
     755 1 2 1
     755 1 3 1
     756 1 1 1
     756 1 2 1
     756 1 3 1
     757 1 1 1
     757 1 2 1
     757 1 3 1
     758 1 1 1
     758 1 2 1
     758 1 3 1
     759 1 1 1
     759 1 2 1
     759 1 3 1
     760 1 1 1
     760 1 2 1
     760 1 3 1
     761 1 1 1
     761 1 2 1
     761 1 3 1
     762 1 1 1
     762 1 2 1
     762 1 3 1
     763 1 1 1
     763 1 2 1
     763 1 3 1
     764 1 1 1
     764 1 2 1
     764 1 3 1
     765 1 1 1
     765 1 2 1
     765 1 3 1
     766 1 1 1
     766 1 2 1
     766 1 3 1
     767 1 1 1
     767 1 2 1
     767 1 3 1
     768 1 1 1
     768 1 2 1
     768 1 3 1
     769 1 1 1
     769 1 2 1
     769 1 3 1
     770 1 1 1
     770 1 2 1
     770 1 3 1
     771 1 1 1
     771 1 2 1
     771 1 3 1
     772 1 1 1
     772 1 2 1
     772 1 3 1
     773 1 1 1
     773 1 2 1
     773 1 3 1
     774 1 1 1
     774 1 2 1
     774 1 3 1
     775 1 1 1
     775 1 2 1
     775 1 3 1
     776 1 1 1
     776 1 2 1
     776 1 3 1
     777 1 1 1
     777 1 2 1
     777 1 3 1
     778 1 1 1
     778 1 2 1
     778 1 3 1
     779 1 1 1
     779 1 2 1
     779 1 3 1
     780 1 1 1
     780 1 2 1
     780 1 3 1
     781 1 1 1
     781 1 2 1
     781 1 3 1
     782 1 1 1
     782 1 2 1
     782 1 3 1
     783 1 1 1
     783 1 2 1
     783 1 3 1
     784 1 1 1
     784 1 2 1
     784 1 3 1
     785 1 1 1
     785 1 2 1
     785 1 3 1
     786 1 1 1
     786 1 2 1
     786 1 3 1
     787 1 1 1
     787 1 2 1
     787 1 3 1
     788 1 1 1
     788 1 2 1
     788 1 3 1
     789 1 1 1
     789 1 2 1
     789 1 3 1
     790 1 1 1
     790 1 2 1
     790 1 3 1
     791 1 1 1
     791 1 2 1
     791 1 3 1
     792 1 1 1
     792 1 2 1
     792 1 3 1
     793 1 1 1
     793 1 2 1
     793 1 3 1
     794 1 1 1
     794 1 2 1
     794 1 3 1
     795 1 1 1
     795 1 2 1
     795 1 3 1
     796 1 1 1
     796 1 2 1
     796 1 3 1
     797 1 1 1
     797 1 2 1
     797 1 3 1
     798 1 1 1
     798 1 2 1
     798 1 3 1
     799 1 1 1
     799 1 2 1
     799 1 3 1
     800 1 1 1
     800 1 2 1
     800 1 3 1
     801 1 1 1
     801 1 2 1
     801 1 3 1
     802 1 1 1
     802 1 2 1
     802 1 3 1
     803 1 1 1
     803 1 2 1
     803 1 3 1
     804 1 1 1
     804 1 2 1
     804 1 3 1
     805 1 1 1
     805 1 2 1
     805 1 3 1
     806 1 1 1
     806 1 2 1
     806 1 3 1
     807 1 1 1
     807 1 2 1
     807 1 3 1
     808 1 1 1
     808 1 2 1
     808 1 3 1
     809 1 1 1
     809 1 2 1
     809 1 3 1
     810 1 1 1
     810 1 2 1
     810 1 3 1
     811 1 1 1
     811 1 2 1
     811 1 3 1
     812 1 1 1
     812 1 2 1
     812 1 3 1
     813 1 1 1
     813 1 2 1
     813 1 3 1
     814 1 1 1
     814 1 2 1
     814 1 3 1
     815 1 1 1
     815 1 2 1
     815 1 3 1
     816 1 1 1
     816 1 2 1
     816 1 3 1
     817 1 1 1
     817 1 2 1
     817 1 3 1
     818 1 1 1
     818 1 2 1
     818 1 3 1
     819 1 1 1
     819 1 2 1
     819 1 3 1
     820 1 1 1
     820 1 2 1
     820 1 3 1
     821 1 1 1
     821 1 2 1
     821 1 3 1
     822 1 1 1
     822 1 2 1
     822 1 3 1
     823 1 1 1
     823 1 2 1
     823 1 3 1
     824 1 1 1
     824 1 2 1
     824 1 3 1
     825 1 1 1
     825 1 2 1
     825 1 3 1
     826 1 1 1
     826 1 2 1
     826 1 3 1
     827 1 1 1
     827 1 2 1
     827 1 3 1
     828 1 1 1
     828 1 2 1
     828 1 3 1
     829 1 1 1
     829 1 2 1
     829 1 3 1
     830 1 1 1
     830 1 2 1
     830 1 3 1
     831 1 1 1
     831 1 2 1
     831 1 3 1
     832 1 1 1
     832 1 2 1
     832 1 3 1
     833 1 1 1
     833 1 2 1
     833 1 3 1
     834 1 1 1
     834 1 2 1
     834 1 3 1
     835 1 1 1
     835 1 2 1
     835 1 3 1
     836 1 1 1
     836 1 2 1
     836 1 3 1
     837 1 1 1
     837 1 2 1
     837 1 3 1
     838 1 1 1
     838 1 2 1
     838 1 3 1
     839 1 1 1
     839 1 2 1
     839 1 3 1
     840 1 1 1
     840 1 2 1
     840 1 3 1
     841 1 1 1
     841 1 2 1
     841 1 3 1
     842 1 1 1
     842 1 2 1
     842 1 3 1
     843 1 1 1
     843 1 2 1
     843 1 3 1
     844 1 1 1
     844 1 2 1
     844 1 3 1
     845 1 1 1
     845 1 2 1
     845 1 3 1
     846 1 1 1
     846 1 2 1
     846 1 3 1
     847 1 1 1
     847 1 2 1
     847 1 3 1
     848 1 1 1
     848 1 2 1
     848 1 3 1
     849 1 1 1
     849 1 2 1
     849 1 3 1
     850 1 1 1
     850 1 2 1
     850 1 3 1
     851 1 1 1
     851 1 2 1
     851 1 3 1
     852 1 1 1
     852 1 2 1
     852 1 3 1
     853 1 1 1
     853 1 2 1
     853 1 3 1
     854 1 1 1
     854 1 2 1
     854 1 3 1
     855 1 1 1
     855 1 2 1
     855 1 3 1
     856 1 1 1
     856 1 2 1
     856 1 3 1
     857 1 1 1
     857 1 2 1
     857 1 3 1
     858 1 1 1
     858 1 2 1
     858 1 3 1
     859 1 1 1
     859 1 2 1
     859 1 3 1
     860 1 1 1
     860 1 2 1
     860 1 3 1
     861 1 1 1
     861 1 2 1
     861 1 3 1
     862 1 1 1
     862 1 2 1
     862 1 3 1
     863 1 1 1
     863 1 2 1
     863 1 3 1
     864 1 1 1
     864 1 2 1
     864 1 3 1
     865 1 1 1
     865 1 2 1
     865 1 3 1
     866 1 1 1
     866 1 2 1
     866 1 3 1
     867 1 1 1
     867 1 2 1
     867 1 3 1
     868 1 1 1
     868 1 2 1
     868 1 3 1
     869 1 1 1
     869 1 2 1
     869 1 3 1
     870 1 1 1
     870 1 2 1
     870 1 3 1
     871 1 1 1
     871 1 2 1
     871 1 3 1
     872 1 1 1
     872 1 2 1
     872 1 3 1
     873 1 1 1
     873 1 2 1
     873 1 3 1
     874 1 1 1
     874 1 2 1
     874 1 3 1
     875 1 1 1
     875 1 2 1
     875 1 3 1
     876 1 1 1
     876 1 2 1
     876 1 3 1
     877 1 1 1
     877 1 2 1
     877 1 3 1
     878 1 1 1
     878 1 2 1
     878 1 3 1
     879 1 1 1
     879 1 2 1
     879 1 3 1
     880 1 1 1
     880 1 2 1
     880 1 3 1
     881 1 1 1
     881 1 2 1
     881 1 3 1
     882 1 1 1
     882 1 2 1
     882 1 3 1
     883 1 1 1
     883 1 2 1
     883 1 3 1
     884 1 1 1
     884 1 2 1
     884 1 3 1
     885 1 1 1
     885 1 2 1
     885 1 3 1
     886 1 1 1
     886 1 2 1
     886 1 3 1
     887 1 1 1
     887 1 2 1
     887 1 3 1
     888 1 1 1
     888 1 2 1
     888 1 3 1
     889 1 1 1
     889 1 2 1
     889 1 3 1
     890 1 1 1
     890 1 2 1
     890 1 3 1
     891 1 1 1
     891 1 2 1
     891 1 3 1
     892 1 1 1
     892 1 2 1
     892 1 3 1
     893 1 1 1
     893 1 2 1
     893 1 3 1
     894 1 1 1
     894 1 2 1
     894 1 3 1
     895 1 1 1
     895 1 2 1
     895 1 3 1
     896 1 1 1
     896 1 2 1
     896 1 3 1
     897 1 1 1
     897 1 2 1
     897 1 3 1
     898 1 1 1
     898 1 2 1
     898 1 3 1
     899 1 1 1
     899 1 2 1
     899 1 3 1
     900 1 1 1
     900 1 2 1
     900 1 3 1
     901 1 1 1
     901 1 2 1
     901 1 3 1
     902 1 1 1
     902 1 2 1
     902 1 3 1
     903 1 1 1
     903 1 2 1
     903 1 3 1
     904 1 1 1
     904 1 2 1
     904 1 3 1
     905 1 1 1
     905 1 2 1
     905 1 3 1
     906 1 1 1
     906 1 2 1
     906 1 3 1
     907 1 1 1
     907 1 2 1
     907 1 3 1
     908 1 1 1
     908 1 2 1
     908 1 3 1
     909 1 1 1
     909 1 2 1
     909 1 3 1
     910 1 1 1
     910 1 2 1
     910 1 3 1
     911 1 1 1
     911 1 2 1
     911 1 3 1
     912 1 1 1
     912 1 2 1
     912 1 3 1
     913 1 1 1
     913 1 2 1
     913 1 3 1
     914 1 1 1
     914 1 2 1
     914 1 3 1
     915 1 1 1
     915 1 2 1
     915 1 3 1
     916 1 1 1
     916 1 2 1
     916 1 3 1
     917 1 1 1
     917 1 2 1
     917 1 3 1
     918 1 1 1
     918 1 2 1
     918 1 3 1
     919 1 1 1
     919 1 2 1
     919 1 3 1
     920 1 1 1
     920 1 2 1
     920 1 3 1
     921 1 1 1
     921 1 2 1
     921 1 3 1
     922 1 1 1
     922 1 2 1
     922 1 3 1
     923 1 1 1
     923 1 2 1
     923 1 3 1
     924 1 1 1
     924 1 2 1
     924 1 3 1
     925 1 1 1
     925 1 2 1
     925 1 3 1
     926 1 1 1
     926 1 2 1
     926 1 3 1
     927 1 1 1
     927 1 2 1
     927 1 3 1
     928 1 1 1
     928 1 2 1
     928 1 3 1
     929 1 1 1
     929 1 2 1
     929 1 3 1
     930 1 1 1
     930 1 2 1
     930 1 3 1
     931 1 1 1
     931 1 2 1
     931 1 3 1
     932 1 1 1
     932 1 2 1
     932 1 3 1
     933 1 1 1
     933 1 2 1
     933 1 3 1
     934 1 1 1
     934 1 2 1
     934 1 3 1
     935 1 1 1
     935 1 2 1
     935 1 3 1
     936 1 1 1
     936 1 2 1
     936 1 3 1
     937 1 1 1
     937 1 2 1
     937 1 3 1
     938 1 1 1
     938 1 2 1
     938 1 3 1
     939 1 1 1
     939 1 2 1
     939 1 3 1
     940 1 1 1
     940 1 2 1
     940 1 3 1
     941 1 1 1
     941 1 2 1
     941 1 3 1
     942 1 1 1
     942 1 2 1
     942 1 3 1
     943 1 1 1
     943 1 2 1
     943 1 3 1
     944 1 1 1
     944 1 2 1
     944 1 3 1
     945 1 1 1
     945 1 2 1
     945 1 3 1
     946 1 1 1
     946 1 2 1
     946 1 3 1
     947 1 1 1
     947 1 2 1
     947 1 3 1
     948 1 1 1
     948 1 2 1
     948 1 3 1
     949 1 1 1
     949 1 2 1
     949 1 3 1
     950 1 1 1
     950 1 2 1
     950 1 3 1
     951 1 1 1
     951 1 2 1
     951 1 3 1
     952 1 1 1
     952 1 2 1
     952 1 3 1
     953 1 1 1
     953 1 2 1
     953 1 3 1
     954 1 1 1
     954 1 2 1
     954 1 3 1
     955 1 1 1
     955 1 2 1
     955 1 3 1
     956 1 1 1
     956 1 2 1
     956 1 3 1
     957 1 1 1
     957 1 2 1
     957 1 3 1
     958 1 1 1
     958 1 2 1
     958 1 3 1
     959 1 1 1
     959 1 2 1
     959 1 3 1
     960 1 1 1
     960 1 2 1
     960 1 3 1
     961 1 1 1
     961 1 2 1
     961 1 3 1
     962 1 1 1
     962 1 2 1
     962 1 3 1
     963 1 1 1
     963 1 2 1
     963 1 3 1
     964 1 1 1
     964 1 2 1
     964 1 3 1
     965 1 1 1
     965 1 2 1
     965 1 3 1
     966 1 1 1
     966 1 2 1
     966 1 3 1
     967 1 1 1
     967 1 2 1
     967 1 3 1
     968 1 1 1
     968 1 2 1
     968 1 3 1
     969 1 1 1
     969 1 2 1
     969 1 3 1
     970 1 1 1
     970 1 2 1
     970 1 3 1
     971 1 1 1
     971 1 2 1
     971 1 3 1
     972 1 1 1
     972 1 2 1
     972 1 3 1
     973 1 1 1
     973 1 2 1
     973 1 3 1
     974 1 1 1
     974 1 2 1
     974 1 3 1
     975 1 1 1
     975 1 2 1
     975 1 3 1
     976 1 1 1
     976 1 2 1
     976 1 3 1
     977 1 1 1
     977 1 2 1
     977 1 3 1
     978 1 1 1
     978 1 2 1
     978 1 3 1
     979 1 1 1
     979 1 2 1
     979 1 3 1
     980 1 1 1
     980 1 2 1
     980 1 3 1
     981 1 1 1
     981 1 2 1
     981 1 3 1
     982 1 1 1
     982 1 2 1
     982 1 3 1
     983 1 1 1
     983 1 2 1
     983 1 3 1
     984 1 1 1
     984 1 2 1
     984 1 3 1
     985 1 1 1
     985 1 2 1
     985 1 3 1
     986 1 1 1
     986 1 2 1
     986 1 3 0
     987 1 1 1
     987 1 2 1
     987 1 3 0
     988 1 1 1
     988 1 2 1
     988 1 3 0
     989 1 1 1
     989 1 2 1
     989 1 3 0
     990 1 1 1
     990 1 2 1
     990 1 3 0
     991 1 1 1
     991 1 2 1
     991 1 3 0
     992 1 1 1
     992 1 2 1
     992 1 3 0
     993 1 1 1
     993 1 2 1
     993 1 3 0
     994 1 1 1
     994 1 2 1
     994 1 3 0
     995 1 1 1
     995 1 2 1
     995 1 3 0
     996 1 1 1
     996 1 2 1
     996 1 3 0
     997 1 1 1
     997 1 2 1
     997 1 3 0
     998 1 1 1
     998 1 2 1
     998 1 3 0
     999 1 1 1
     999 1 2 1
     999 1 3 0
     1000 1 1 1
     1000 1 2 1
     1000 1 3 0
     1001 1 1 0
     1001 1 2 1
     1001 1 3 1
     1002 1 1 0
     1002 1 2 1
     1002 1 3 1
     1003 1 1 0
     1003 1 2 1
     1003 1 3 1
     1004 1 1 0
     1004 1 2 1
     1004 1 3 1
     1005 1 1 0
     1005 1 2 1
     1005 1 3 1
     1006 1 1 0
     1006 1 2 1
     1006 1 3 1
     1007 1 1 0
     1007 1 2 1
     1007 1 3 1
     1008 1 1 0
     1008 1 2 1
     1008 1 3 1
     1009 1 1 0
     1009 1 2 1
     1009 1 3 1
     1010 1 1 0
     1010 1 2 1
     1010 1 3 1
     1011 1 1 0
     1011 1 2 1
     1011 1 3 1
     1012 1 1 0
     1012 1 2 1
     1012 1 3 1
     1013 1 1 0
     1013 1 2 1
     1013 1 3 1
     1014 1 1 0
     1014 1 2 1
     1014 1 3 0
     1015 1 1 0
     1015 1 2 1
     1015 1 3 0
     1016 1 1 0
     1016 1 2 1
     1016 1 3 0
     1017 1 1 0
     1017 1 2 1
     1017 1 3 0
     1018 1 1 0
     1018 1 2 1
     1018 1 3 0
     1019 1 1 0
     1019 1 2 1
     1019 1 3 0
     1020 1 1 0
     1020 1 2 1
     1020 1 3 0
     1021 1 1 0
     1021 1 2 1
     1021 1 3 0
     1022 1 1 0
     1022 1 2 1
     1022 1 3 0
     1023 1 1 1
     1023 1 2 0
     1023 1 3 1
     1024 1 1 1
     1024 1 2 0
     1024 1 3 1
     1025 1 1 1
     1025 1 2 0
     1025 1 3 1
     1026 1 1 1
     1026 1 2 0
     1026 1 3 1
     1027 1 1 1
     1027 1 2 0
     1027 1 3 1
     1028 1 1 1
     1028 1 2 0
     1028 1 3 1
     1029 1 1 1
     1029 1 2 0
     1029 1 3 1
     1030 1 1 1
     1030 1 2 0
     1030 1 3 1
     1031 1 1 1
     1031 1 2 0
     1031 1 3 1
     1032 1 1 1
     1032 1 2 0
